voltage,frequency,thd,rocof,power_factor,q_factor,power_mismatch,phase_jump,impedance,label
248.02857225639664,50.92797576724562,7.190609389379256,0.812037280884873,0.7389986300840506,2.49816047538945,0.05580836121681995,13.661761457749352,140.16725176148134,1
210.8233797718321,51.879639408647975,8.827098485602953,0.9246782213565523,0.7454562418017752,3.832290311184182,0.06834045098534339,8.042422429595376,128.71346474483568,1
221.64916560792167,50.447411578889515,3.9764570245642927,1.0842892970704363,0.7915904608234229,2.727780074568463,0.09560699842170359,12.851759613930136,79.95106732375396,1
233.6965827544817,48.18580165087999,7.252813963310069,0.8410482473745831,0.7162628982463198,3.0569377536544464,0.14488855372533332,14.656320330745594,171.25960221746917,1
213.90688456025535,50.73693210604863,6.081067456177209,0.7440764696895577,0.8237942275278175,2.2184550766934827,0.05343885211152184,14.093204020787821,88.81699724000254,1
222.46844304357643,50.08027208471124,6.826971955402957,0.8697089110510541,0.9423961569411397,3.650089137415928,0.12751328233611145,14.394989415641891,184.22410256414733,1
246.87496940092467,48.353970008207675,4.371880036934016,0.5904545778210761,0.7813325826908161,3.3915999152443406,0.0888677289689482,7.713490317738959,174.3106263727894,1
221.23738038749522,50.17078433263299,3.9864695748233387,2.1043939615080793,0.7186376609199426,2.427013306774357,0.14868869366005172,12.722447692966574,79.80735223012586,1
242.61845713819338,50.827429375390466,8.10305017628691,2.0425406933718913,0.7185111629335226,1.0220884684944096,0.08584657285442726,6.158690595251297,179.46551388133904,1
223.23592099410598,48.25423340114409,5.176876252009635,1.150366644053494,0.8824015445845159,3.4931925073102317,0.1137557471355213,13.872127425763265,120.83223877429239,1
238.52979148891978,51.04314019446759,6.9289403829864735,2.041934359909122,0.8234488990910976,1.4783769837532068,0.1022732829381994,9.275410183585496,53.81286901161428,1
211.25716742746937,50.54564164505512,5.200491867534287,1.5171413823294055,0.9268916184815232,1.4315657079732178,0.07492922291488749,9.103829230356297,163.3326707814573,1
213.07919639315173,49.15900581165507,4.1285490107780305,2.359395304685146,0.9020300948911042,1.9151926619664899,0.11334037565104234,13.714605901877178,170.55081153486717,1
245.70235993959912,50.157368967662606,8.652081086148439,2.2921825998469867,0.7795008687429659,1.7462802355441434,0.06100519245276768,7.279351625419417,114.06616829393845,1
244.42922333025373,48.027808522124765,6.57523111804296,1.334822006297558,0.7555269526176825,4.272059063689973,0.061986536733368285,8.37615171403628,191.43645558687788,1
230.75162486973466,50.812075835580714,5.545407216655057,2.4435641654419213,0.9406118237355278,2.292811728083021,0.07517822958253642,9.972485058923855,95.13174647251546,1
211.47547789418132,50.43825733591959,6.51875316260203,0.6029575024999787,0.7696616160591528,2.1393619775098704,0.14082658859666536,7.395618906669724,71.73423081368347,1
249.42601816442402,48.968221086046,7.70494883184115,2.023239230657435,0.7594093859980999,2.957811041110252,0.12282163486118595,8.677831327192532,144.84587458903692,1
231.43098736299035,48.36115908021763,8.847117469124665,1.1415601299434717,0.7466296275999635,3.534118843043579,0.054077514155476396,10.908929431882418,151.63465427634236,1
230.48372233197125,48.90598310079175,7.516209532866149,0.8487328580099829,0.8727344345256165,1.0663513157114246,0.08867353463005374,14.367299887367345,70.62814162189899,1
214.53894084962357,51.69877447311425,9.141375473666868,1.0158832554303112,0.8649960115085447,2.364265404201034,0.13172222002012157,10.552008115994624,129.44758675340097,1
213.72411071223596,51.588863031813304,9.302926400143313,1.7662029145465359,0.7847574477621752,1.9674091636018067,0.08492095746126609,12.259556788702394,184.56653899288656,1
241.19502183430495,50.568126584617154,3.588979754965342,0.8232574281892275,0.9246385471317697,4.548345697060469,0.110642905965959,5.091970516166296,65.22073142990482,1
210.20246335384874,48.643232205669996,6.841136525566103,1.8837903953853865,0.8629903148756501,3.6540070764322232,0.07242693094605598,12.12179221347536,85.58736312452001,1
239.85965620472098,50.598531596188856,8.944563873459245,1.8152257846006867,0.8420771508338678,2.301598792637071,0.05936747678280925,8.677158030594335,89.78035515225882,1
248.92042219009784,49.57239089866704,9.244325886239793,1.7622772519945258,0.8987028258854121,1.9759585735163343,0.1002637093105192,10.76903884626359,123.87765407282959,1
